City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
344,Beaverlodge,55.2166,-119.4361,18.75,65,90,14.47,CA,overcast clouds
345,Pafos,34.7667,32.4167,56.98,82,0,6.91,CY,clear sky
346,Metz,49.1191,6.1727,36.59,87,100,10.36,FR,overcast clouds
347,Joshimath,30.5667,79.5667,45.9,17,0,8.97,IN,clear sky
348,Amga,60.8953,131.9608,-16.56,97,100,0.98,RU,overcast clouds
349,Rawlins,41.7911,-107.2387,21.7,80,98,13.76,US,overcast clouds
350,Zhaodong,46.0833,125.9833,2.7,63,1,10.69,CN,clear sky
351,Takoradi,4.8845,-1.7554,77.31,87,85,5.41,GH,overcast clouds
352,Zaysan,47.4667,84.8667,0.32,92,100,1.83,KZ,overcast clouds
353,Flin Flon,54.7682,-101.865,3.9,95,100,5.1,CA,overcast clouds
354,Samarai,-10.6167,150.6667,84.79,66,81,10.22,PG,broken clouds
355,San Cristobal,7.7669,-72.225,68.18,97,92,3.27,VE,overcast clouds
356,Rio Grande,-32.035,-52.0986,68.9,95,66,5.23,BR,broken clouds
357,Coos Bay,43.3665,-124.2179,47.14,97,100,4.63,US,overcast clouds
358,Bandarban,22.1965,92.2262,71.35,78,7,1.88,BD,clear sky
359,Bath,51.3779,-2.3591,40.87,90,85,10.02,GB,overcast clouds
360,Iralaya,15.0,-83.2333,77.92,85,14,11.45,HN,light rain
361,Hualmay,-11.0964,-77.6139,66.92,82,20,8.34,PE,few clouds
362,Sur,22.5667,59.5289,72.3,63,0,5.77,OM,clear sky
363,Pevek,69.7008,170.3133,9.61,77,100,4.34,RU,overcast clouds
364,Kaohsiung,22.6163,120.3133,78.75,76,20,4.61,TW,haze
365,Kuching,1.55,110.3333,86.05,89,40,3.44,MY,scattered clouds
366,Esperance,-33.8667,121.9,66.52,70,100,17.81,AU,light rain
367,Sibolga,1.7427,98.7792,76.75,91,100,2.57,ID,overcast clouds
368,Zhangye,38.9342,100.4517,21.22,58,84,4.36,CN,broken clouds
369,Killybegs,54.6333,-8.45,42.48,80,100,10.78,IE,overcast clouds
370,Carutapera,-1.195,-46.02,76.12,89,100,4.25,BR,overcast clouds
371,Sargatskoye,55.6101,73.4972,-7.98,92,31,5.91,RU,scattered clouds
372,Aswan,24.0934,32.907,58.3,41,0,6.91,EG,clear sky
373,Wajir,1.7471,40.0573,75.79,75,12,8.81,KE,few clouds
374,Turbat,26.0023,63.044,64.09,30,0,9.44,PK,clear sky
375,Zharkent,44.1628,80.0,23.04,69,100,3.53,KZ,overcast clouds
376,Bowling Green,36.9903,-86.4436,37.54,78,43,4.94,US,scattered clouds
377,Broken Hill,-31.95,141.4333,87.73,18,0,2.95,AU,clear sky
378,Kushima,31.4583,131.2333,59.65,89,99,6.76,JP,overcast clouds
379,Young,-32.6833,-57.6333,66.29,91,3,6.42,UY,clear sky
380,Charters Towers,-20.1,146.2667,83.14,33,0,7.49,AU,clear sky
381,Spanish Town,17.9911,-76.9574,82.02,66,20,4.61,JM,few clouds
382,Feni,23.0186,91.41,66.0,68,0,4.36,BD,clear sky
383,The Valley,18.217,-63.0578,78.1,71,1,12.28,AI,clear sky
384,Olafsvik,64.8945,-23.7142,40.64,83,98,10.25,IS,overcast clouds
385,Malindi,-3.2175,40.1191,78.53,78,37,8.34,KE,scattered clouds
386,Pinega,64.7001,43.3936,8.08,94,44,4.99,RU,scattered clouds
387,Roald,62.5833,6.1333,34.75,74,30,9.22,NO,scattered clouds
388,Lhokseumawe,5.1801,97.1507,78.01,80,100,2.57,ID,overcast clouds
389,Iskateley,67.6803,53.1512,7.48,96,30,7.09,RU,scattered clouds
390,Las Varas,21.1667,-105.1667,74.23,81,6,2.13,MX,clear sky
391,Along,28.1667,94.7667,61.95,58,32,1.28,IN,scattered clouds
392,Krasnyy Yar,46.5331,48.3456,10.33,50,1,11.81,RU,clear sky
393,Bucerias,20.75,-105.3333,78.98,79,69,1.39,MX,broken clouds
394,Nemuro,43.3236,145.575,36.03,62,83,13.62,JP,broken clouds
395,Galashki,43.1136,44.9894,27.55,95,100,4.59,RU,light snow
396,Ouro Preto Do Oeste,-10.7481,-62.2158,72.77,86,94,2.48,BR,overcast clouds
397,Beringovskiy,63.05,179.3167,33.85,99,100,11.27,RU,snow
398,Taitung,22.7583,121.1444,79.07,73,75,5.75,TW,broken clouds
399,Petropavlovsk-Kamchatskiy,53.0452,158.6483,10.99,85,100,11.18,RU,shower snow
400,Pacific Grove,36.6177,-121.9166,54.64,92,100,0.0,US,overcast clouds
401,Yar-Sale,66.8333,70.8333,25.47,91,100,11.9,RU,overcast clouds
402,Ponta Delgada,37.7333,-25.6667,59.72,77,40,25.32,PT,light rain
403,Abeche,13.8292,20.8324,68.52,16,9,9.95,TD,clear sky
404,Baykit,61.67,96.37,-18.49,100,66,2.55,RU,broken clouds
405,Tazovskiy,67.4667,78.7,-11.06,98,76,4.14,RU,broken clouds
406,Coahuayana,18.7333,-103.6833,75.92,87,78,1.23,MX,broken clouds
407,Mikhaylovsk,45.1283,42.0256,19.62,93,100,22.37,RU,overcast clouds
408,Staryy Nadym,65.6118,72.6842,-3.64,99,39,5.82,RU,scattered clouds
409,Buchanan,5.8808,-10.0467,76.26,85,98,2.35,LR,overcast clouds
410,Kaitangata,-46.2817,169.8464,62.55,53,100,11.36,NZ,overcast clouds
411,Zwedru,6.0667,-8.1281,71.56,97,100,2.24,LR,overcast clouds
412,Murgab,37.4966,61.9714,35.47,69,100,11.5,TM,overcast clouds
413,Mount Gambier,-37.8333,140.7667,86.25,23,100,10.69,AU,overcast clouds
414,Abu Samrah,35.3029,37.1841,54.1,71,100,2.19,SY,overcast clouds
415,Feltre,46.0235,11.907,50.16,92,100,3.69,IT,overcast clouds
416,Camotan,14.8167,-89.3667,65.88,98,94,3.94,GT,overcast clouds
417,Huancavelica,-12.7667,-74.9833,37.06,53,57,6.85,PE,broken clouds
418,Saquena,-4.6667,-73.5167,76.32,75,100,2.17,PE,overcast clouds
419,Salalah,17.0151,54.0924,71.42,57,0,3.22,OM,clear sky
420,Seddon,-37.8068,144.8916,93.88,32,0,20.71,AU,clear sky
421,Mangrol,21.1167,70.1167,69.84,49,1,9.93,IN,clear sky
422,Senno,59.5336,33.9167,20.28,85,100,9.35,RU,overcast clouds
423,Santa Cruz,-17.8,-63.1667,80.06,61,96,4.61,BO,overcast clouds
424,Dongsheng,39.8161,109.9776,17.55,35,76,9.33,CN,broken clouds
425,Bitung,1.4451,125.1824,77.85,77,100,8.23,ID,overcast clouds
426,Jinchang,38.4953,102.1739,23.45,49,100,3.85,CN,overcast clouds
427,Mount Isa,-20.7333,139.5,91.17,18,0,8.05,AU,clear sky
428,Dourbali,11.8091,15.8632,80.31,20,100,16.64,TD,overcast clouds
429,Boma,7.0805,-2.1697,70.36,97,28,0.83,GH,scattered clouds
430,Adeje,28.1227,-16.726,64.31,81,75,3.44,ES,broken clouds
431,Zasechnoye,53.1092,45.0764,10.67,16,70,3.85,RU,broken clouds
432,Bulungu,-4.55,18.6,67.33,96,100,1.81,CD,overcast clouds
433,La Ronge,55.1001,-105.2842,-0.15,71,40,8.05,CA,scattered clouds
434,Bouna,9.2667,-3.0,75.06,79,100,4.25,CI,overcast clouds
435,Archidona,37.0965,-4.3887,49.41,88,71,5.1,ES,broken clouds
436,Youkounkoun,12.5333,-13.1333,77.92,39,94,3.96,GN,overcast clouds
437,Mecca,21.4267,39.8261,75.25,75,81,3.91,SA,broken clouds
438,Cleveland,41.4995,-81.6954,35.71,75,6,1.01,US,clear sky
439,Novikovo,51.1537,37.8879,18.25,58,68,10.87,RU,broken clouds
440,Lata,40.1629,-8.3327,49.08,86,93,2.15,PT,overcast clouds
441,Kadaya,50.9327,119.2911,-26.01,99,57,2.26,RU,broken clouds
442,Nizhniy Tsasuchey,50.5167,115.1333,3.67,74,24,13.82,RU,few clouds
443,Ust-Nera,64.5667,143.2,-41.22,98,82,4.76,RU,broken clouds
444,Havelock,34.8791,-76.9013,66.15,89,100,3.0,US,overcast clouds
445,Asau,46.4333,26.4,29.32,97,100,2.86,RO,overcast clouds
446,Luderitz,-26.6481,15.1594,58.62,73,4,15.41,NA,clear sky
447,Volovo,48.5246,23.5056,38.8,89,100,3.11,UA,overcast clouds
448,Vostok,46.4856,135.8833,-5.17,90,100,12.5,RU,overcast clouds
449,Iberia,29.9502,-91.7507,67.96,94,0,0.0,US,clear sky
450,Astrakhan,46.3497,48.0408,10.27,72,75,8.95,RU,broken clouds
451,Alofi,-19.0595,-169.9187,85.89,70,91,8.05,NU,overcast clouds
452,Morshansk,53.4435,41.8107,13.8,74,82,4.61,RU,broken clouds
453,Oxapampa,-10.5775,-75.4017,57.29,97,100,1.48,PE,overcast clouds
454,Wanning,18.8003,110.3967,74.41,87,88,12.12,CN,overcast clouds
455,Nenjiang,49.1833,125.2167,-8.82,78,10,4.43,CN,clear sky
456,Dong Xoai,11.5333,106.9167,80.87,72,92,3.15,VN,overcast clouds
457,Winnemucca,40.973,-117.7357,30.76,70,100,5.5,US,overcast clouds
458,La Asuncion,11.0333,-63.8628,74.93,84,83,0.0,VE,light rain
459,Khasan,42.4308,130.6434,17.04,48,0,21.3,RU,clear sky
460,Finschhafen,-6.6024,147.8681,83.8,73,47,3.6,PG,scattered clouds
461,Kashi,39.4547,75.9797,18.61,53,41,4.47,CN,dust
462,Kuytun,54.3419,101.5036,4.42,95,98,4.92,RU,overcast clouds
463,Diamantino,-14.4086,-56.4461,71.26,96,96,4.63,BR,overcast clouds
464,Malinyi,-8.9333,36.1333,72.03,77,94,1.23,TZ,overcast clouds
465,Dalvik,65.9702,-18.5286,22.93,71,2,6.51,IS,clear sky
466,Sjenica,43.2731,19.9994,35.82,97,91,6.17,RS,overcast clouds
467,Chapais,49.7834,-74.8492,19.18,90,100,15.3,CA,overcast clouds
468,Jaguarari,-10.2639,-40.1958,67.77,93,95,7.09,BR,overcast clouds
469,Kingseat,56.0974,-3.4084,41.79,89,96,3.0,GB,overcast clouds
470,Isiolo,0.3546,37.5822,66.43,82,99,3.27,KE,overcast clouds
471,Shubarkuduk,49.1447,56.4872,6.55,74,0,9.64,KZ,clear sky
472,Meaford,44.6001,-80.583,32.32,74,100,20.38,CA,overcast clouds
473,Erenhot,43.6475,111.9767,7.88,58,0,5.88,CN,clear sky
474,Jambi,-1.6,103.6167,77.14,90,100,3.91,ID,overcast clouds
475,Dingzhou,38.5131,114.9956,24.91,31,53,2.98,CN,broken clouds
476,Kieta,-6.2167,155.6333,83.48,74,98,5.48,PG,light rain
477,Aksha,50.2814,113.2867,5.32,66,65,14.79,RU,broken clouds
478,Mahon,39.8885,4.2658,50.56,93,0,6.91,ES,clear sky
479,Sola,-13.8833,167.55,82.17,68,96,11.65,VU,overcast clouds
480,Makakilo City,21.3469,-158.0858,79.45,69,7,15.12,US,clear sky
481,Palmares,-8.6833,-35.5917,72.09,93,5,1.63,BR,clear sky
482,Longavi,-35.9667,-71.6833,59.77,44,55,7.83,CL,broken clouds
483,Straseni,47.1414,28.6103,31.93,99,100,8.55,MD,overcast clouds
484,Pringsewu,-5.3582,104.9744,78.71,78,100,4.56,ID,overcast clouds
485,Kaeo,-35.1,173.7833,70.0,55,4,7.31,NZ,clear sky
486,Cayenne,4.9333,-52.3333,73.44,94,75,1.14,GF,broken clouds
487,Quelimane,-17.8786,36.8883,75.15,78,0,2.3,MZ,clear sky
488,Arani,12.6667,79.2833,73.9,88,94,4.32,IN,overcast clouds
489,Kaniama,-7.5667,24.1833,65.86,99,100,3.09,CD,light rain
490,Qandala,11.472,49.8728,74.26,68,0,5.61,SO,clear sky
491,Nicoya,10.1483,-85.452,72.68,84,4,8.1,CR,clear sky
492,Hagavik,60.1833,5.4333,30.18,81,8,0.0,NO,clear sky
493,Ballina,-28.8667,153.5667,70.79,81,79,12.64,AU,broken clouds
494,Hirado,33.3597,129.5531,54.39,77,100,16.87,JP,overcast clouds
495,Fairbanks,64.8378,-147.7164,27.61,94,100,0.0,US,overcast clouds
496,San Ramon,37.7799,-121.978,50.11,96,100,4.61,US,moderate rain
497,Belle Fourche,44.6714,-103.8522,35.11,57,0,3.11,US,clear sky
498,Drayton Valley,53.2168,-114.9854,14.27,88,16,7.76,CA,few clouds
499,Qui Nhon,13.7667,109.2333,76.93,89,100,10.51,VN,moderate rain
500,Richards Bay,-28.783,32.0377,68.11,80,100,5.14,ZA,overcast clouds
501,Chunskiy,56.0815,99.6342,3.58,93,100,5.97,RU,overcast clouds
502,Maumere,-8.6199,122.2111,85.41,63,96,1.32,ID,overcast clouds
503,Bichura,50.5881,107.6022,0.32,82,88,4.54,RU,overcast clouds
504,Klyuchi,52.2667,79.1667,-2.97,94,100,4.14,RU,overcast clouds
505,Turukhansk,65.8167,87.9833,-15.45,99,95,4.03,RU,overcast clouds
506,Huaihua,27.5494,109.9592,39.76,74,100,5.86,CN,overcast clouds
507,Tucuman,-26.8241,-65.2226,75.2,60,0,4.61,AR,clear sky
508,Rocha,-34.4833,-54.3333,60.73,97,62,3.29,UY,broken clouds
509,Rock Sound,24.9,-76.2,78.33,59,100,21.72,BS,overcast clouds
510,Limbuhan,11.8838,124.0501,81.45,82,51,11.72,PH,broken clouds
511,Hasaki,35.7333,140.8333,55.29,49,70,6.69,JP,broken clouds
512,Nizwa,22.9333,57.5333,62.2,73,0,1.32,OM,clear sky
513,Grindavik,63.8424,-22.4338,36.07,100,75,5.75,IS,broken clouds
514,Arman,59.7,150.1667,1.54,84,100,9.26,RU,overcast clouds
515,Kunming,25.0389,102.7183,51.73,76,0,13.42,CN,clear sky
516,Port Blair,11.6667,92.75,82.44,83,40,4.61,IN,scattered clouds
517,Aljustrel,37.8776,-8.1652,51.67,91,40,5.84,PT,scattered clouds
518,Maceio,-9.6658,-35.7353,74.64,94,20,5.75,BR,few clouds
519,Bathsheba,13.2167,-59.5167,79.41,89,40,11.5,BB,scattered clouds
520,Blagoyevo,63.3667,47.9167,-0.4,99,55,2.42,RU,broken clouds
521,Acultzingo,18.7167,-97.3167,58.57,93,95,10.22,MX,light rain
522,Svetlogorsk,52.6333,29.7333,21.22,90,100,8.84,BY,overcast clouds
523,Namatanai,-3.6667,152.4333,85.57,65,85,5.66,PG,overcast clouds
524,Zanjan,36.6736,48.4787,28.81,84,100,7.09,IR,overcast clouds
525,New Ulm,44.3125,-94.4605,16.43,88,6,7.0,US,clear sky
526,Palana,59.1167,159.9667,9.63,85,83,13.49,RU,broken clouds
527,Dwarka,22.2394,68.9678,73.36,45,3,11.54,IN,clear sky
528,Benguela,-12.5763,13.4055,75.87,83,100,3.67,AO,overcast clouds
529,Nybro,56.7446,15.9071,35.24,97,100,6.69,SE,light snow
530,Kenai,60.5544,-151.2583,20.14,80,89,6.53,US,overcast clouds
531,Moron,-34.6534,-58.6198,73.09,66,0,6.8,AR,clear sky
532,Great Bend,38.3645,-98.7648,34.61,40,0,8.05,US,clear sky
533,Darnah,32.767,22.6367,60.82,82,0,10.0,LY,clear sky
534,Emmett,43.8735,-116.4993,30.83,74,4,10.0,US,clear sky
535,Hirtshals,57.5881,9.9592,35.91,75,100,18.75,DK,overcast clouds
536,Katherine,-14.4667,132.2667,93.52,40,99,9.22,AU,overcast clouds
537,Mareeba,-17.0,145.4333,86.43,52,7,3.87,AU,clear sky
538,Tabuk,17.4189,121.4443,82.18,70,40,3.36,PH,scattered clouds
539,Beyneu,45.3167,55.2,14.86,59,0,9.71,KZ,clear sky
540,Conakry,9.538,-13.6773,79.5,72,99,4.12,GN,overcast clouds
541,Ochamchira,42.7121,41.4721,48.79,83,100,11.05,GE,overcast clouds
542,Uni,57.7535,51.4923,-0.35,90,95,5.75,RU,overcast clouds
543,Zaozerne,45.1582,33.2787,40.19,81,100,24.11,UA,overcast clouds
544,Vilyuysk,63.7553,121.6247,-12.37,98,100,6.06,RU,light snow
545,Kurumkan,54.3,110.3,-4.59,89,100,2.35,RU,overcast clouds
546,Key West,24.5557,-81.7826,82.0,67,1,8.01,US,clear sky
547,Mikuni,36.2171,136.1519,49.91,79,100,5.57,JP,light rain
548,Chekhov,55.1431,37.4711,15.15,85,96,6.49,RU,overcast clouds
549,Kendari,-3.945,122.4989,78.96,87,100,2.17,ID,overcast clouds
550,Kulhudhuffushi,6.6221,73.07,80.82,72,96,7.65,MV,moderate rain
551,Port Shepstone,-30.7414,30.455,67.17,79,100,1.61,ZA,overcast clouds
552,Bonthe,7.5264,-12.505,76.53,85,80,2.28,SL,broken clouds
553,Sept-Iles,50.2001,-66.3821,37.92,98,100,13.8,CA,mist
554,El Carmen,8.5106,-73.4478,64.76,93,24,4.63,CO,few clouds
555,Kamina,-8.7386,24.9906,63.54,94,100,1.07,CD,overcast clouds
556,Cheremukhovo,60.3484,59.9851,9.93,92,100,3.36,RU,overcast clouds
557,Svetlyy,54.675,20.1347,30.25,95,100,7.92,RU,overcast clouds
558,Vallenar,-28.5708,-70.7581,69.87,50,0,3.18,CL,clear sky
559,Kasongo-Lunda,-6.4667,16.8167,69.24,99,100,1.63,CD,light rain
560,Necochea,-38.5473,-58.7368,67.53,57,24,13.4,AR,few clouds
561,Yarada,17.65,83.2667,73.72,100,20,2.3,IN,fog
562,Shimoda,34.6667,138.95,62.96,58,64,24.61,JP,broken clouds
563,Entre Rios,-11.9419,-38.0844,69.57,99,100,1.86,BR,overcast clouds
564,Madang,-5.2246,145.7966,86.54,66,85,1.1,PG,overcast clouds
565,High Prairie,55.4334,-116.4858,17.26,74,96,12.53,CA,overcast clouds
566,Kodinsk,58.6881,99.1844,-5.91,98,95,4.25,RU,overcast clouds
567,Cap Malheureux,-19.9842,57.6142,72.46,77,12,5.01,MU,few clouds
568,Olga,43.7444,135.2892,11.88,52,18,14.52,RU,few clouds
569,Hastings,50.8552,0.5729,41.29,82,99,14.34,GB,overcast clouds
570,San Pedro,14.35,121.0167,82.31,80,75,4.61,PH,light rain
571,Gat,31.61,34.7642,63.39,59,58,2.71,IL,broken clouds
572,Lambarene,-0.7001,10.2406,73.85,97,100,1.25,GA,light rain
573,Grand Island,40.925,-98.342,30.2,56,62,4.0,US,broken clouds
574,Tirumullaivasal,11.2333,79.8333,77.34,88,90,10.71,IN,overcast clouds
575,Rosetta,31.4044,30.4164,64.67,68,0,11.72,EG,clear sky
576,Longyearbyen,78.2186,15.6401,28.24,80,100,14.97,SJ,light snow
577,Corinto,37.9407,22.9573,56.89,86,100,3.47,GR,overcast clouds
578,Grafton,42.207,-71.6856,50.83,71,96,7.0,US,overcast clouds
579,Cobija,-11.0267,-68.7692,71.96,93,100,2.93,BO,overcast clouds
580,Bar Harbor,44.3876,-68.2039,54.61,85,100,21.99,US,overcast clouds
581,Fernandez,-27.9204,-63.8935,79.18,28,0,9.26,AR,clear sky
582,Dingle,10.9995,122.6711,83.57,76,67,9.84,PH,broken clouds
583,Mulchen,-37.7167,-72.2333,58.75,57,22,7.72,CL,few clouds
584,Bodden Town,19.2833,-81.25,80.92,83,20,12.66,KY,few clouds
585,Ossora,59.2353,163.0719,8.04,79,2,7.78,RU,clear sky
586,Itoman,26.1247,127.6694,77.4,78,40,4.61,JP,scattered clouds
587,Bayamo,20.3792,-76.6433,70.92,89,22,5.17,CU,few clouds
588,Seoul,37.5683,126.9778,28.0,28,0,11.5,KR,clear sky
589,Port Macquarie,-31.4333,152.9167,73.89,56,33,8.14,AU,scattered clouds
590,Ambilobe,-13.2,49.05,72.84,89,2,3.58,MG,clear sky
591,Zhanaozen,43.3,52.8,16.65,47,0,14.03,KZ,clear sky
592,Falkenberg,56.9055,12.4912,32.25,83,100,12.97,SE,overcast clouds
593,Northam,51.0333,-4.2167,41.4,75,100,14.16,GB,overcast clouds
594,Lawton,34.6087,-98.3903,39.11,52,85,5.99,US,overcast clouds
595,Swift Current,50.2834,-107.8014,9.41,66,0,17.27,CA,clear sky
596,Isiro,2.7739,27.616,65.16,91,70,3.47,CD,broken clouds
597,Umm Lajj,25.0213,37.2685,75.36,71,99,7.14,SA,overcast clouds
598,Neiafu,-18.65,-173.9833,86.68,79,20,8.05,TO,few clouds
599,Hobyo,5.3505,48.5268,78.75,71,89,19.39,SO,overcast clouds
600,Zyryanka,65.75,150.85,-37.89,97,11,6.44,RU,few clouds
601,Darhan,49.4867,105.9228,-6.63,86,22,5.1,MN,few clouds
602,Azul,-36.777,-59.8585,62.69,48,0,8.23,AR,clear sky
603,Tutoia,-2.7619,-42.2744,79.45,82,44,10.4,BR,scattered clouds
604,Sitka,57.0531,-135.33,32.0,61,7,1.48,US,clear sky
605,Isla Vista,34.4133,-119.861,63.82,84,87,3.96,US,overcast clouds
606,Altus,34.6381,-99.334,40.51,46,0,4.61,US,clear sky
607,Caravelas,-17.7125,-39.2481,72.09,94,100,5.37,BR,light rain
608,Ziro,27.6333,93.8333,41.74,61,56,2.21,IN,broken clouds
609,Shingu,33.7333,135.9833,55.47,70,100,3.31,JP,overcast clouds
610,Mahina,-17.5065,-149.489,83.97,65,20,19.57,PF,few clouds
611,Yarega,63.4354,53.5765,-5.78,99,28,3.4,RU,scattered clouds
612,Zurrieq,35.8311,14.4742,61.97,82,0,1.14,MT,clear sky
613,Kalakamati,-20.5929,27.3121,72.48,48,39,7.85,BW,scattered clouds
614,Saint-Georges,12.0564,-61.7485,76.35,84,97,8.14,GD,light rain
615,Santa Rosa,14.3122,121.1114,83.08,80,100,10.92,PH,light rain
616,Meulaboh,4.1363,96.1285,78.44,81,95,2.73,ID,overcast clouds
617,Kollam,8.8833,76.6,77.94,80,100,7.96,IN,overcast clouds
618,Nantucket,41.2835,-70.0995,57.34,93,100,21.85,US,mist
619,Takhtamygda,54.1,123.5667,-11.61,85,64,1.61,RU,broken clouds
620,Jumla,29.2747,82.1838,41.05,23,0,4.88,NP,clear sky
621,Ust-Kuyga,70.0167,135.6,-9.02,98,100,10.36,RU,overcast clouds
622,Dzerzhinsk,56.2389,43.4631,3.02,85,0,4.47,RU,clear sky
623,Sterling,39.0062,-77.4286,53.47,46,0,8.05,US,clear sky
624,Kostroma,57.7708,40.9344,5.99,93,65,6.49,RU,broken clouds
625,Rudnyy,52.9594,63.1206,-10.97,92,8,5.44,KZ,clear sky
626,Carmen,18.6333,-91.8333,73.44,100,75,0.0,MX,light rain
627,Majholi,23.5,79.9167,56.44,63,40,3.65,IN,scattered clouds
628,Cognac,45.5,-0.25,38.17,93,100,0.0,FR,mist
629,Kumo,10.0447,11.2122,74.82,29,65,5.79,NG,broken clouds
630,Naze,28.3667,129.4833,72.52,79,73,2.15,JP,broken clouds
631,Matadi,-5.8167,13.45,75.9,95,100,2.8,CD,light rain
632,Desaguadero,-16.5656,-69.0417,48.45,31,4,5.46,PE,clear sky
633,Ca Mau,9.1769,105.15,80.98,85,92,12.71,VN,overcast clouds
634,Broome,42.2506,-75.833,38.98,73,51,13.0,US,broken clouds
635,Santa Isabel Do Rio Negro,-0.4139,-65.0192,73.71,98,64,0.13,BR,broken clouds
636,Parakai,-36.65,174.4333,71.73,56,0,9.53,NZ,clear sky
637,Reading,51.4562,-0.9711,42.03,75,85,5.99,GB,overcast clouds
638,Poltavka,54.3663,71.7632,-4.94,84,52,5.23,RU,broken clouds
639,Mezen,65.8522,44.24,9.54,92,19,6.17,RU,few clouds
640,Moa,20.6569,-74.9403,76.71,78,39,16.71,CU,scattered clouds
641,Roebourne,-20.7833,117.1333,98.26,25,1,8.68,AU,clear sky
642,Boyle,37.6334,-84.8666,38.01,69,0,0.0,US,clear sky
643,Changqing,36.5575,116.7272,35.4,29,100,8.1,CN,overcast clouds
644,Leshukonskoye,64.8989,45.7622,-1.89,98,20,4.34,RU,few clouds
645,Russell,32.3502,-85.1999,65.48,94,0,0.0,US,fog
646,Abha,18.2164,42.5053,51.62,93,0,0.0,SA,clear sky
647,Banda Aceh,5.5577,95.3222,79.54,76,100,2.46,ID,overcast clouds
648,Virginia Beach,36.8529,-75.978,61.03,93,87,3.0,US,overcast clouds
649,Freeport,40.6576,-73.5832,53.08,64,4,7.0,US,clear sky
650,Bonham,33.5773,-96.1783,48.38,55,40,6.91,US,scattered clouds
651,Carlos Chagas,-17.7031,-40.7664,69.39,98,99,3.24,BR,overcast clouds
652,Dovers,12.8833,-61.1833,78.76,79,81,11.9,VC,broken clouds
653,Aksu,41.1231,80.2644,22.12,27,100,3.2,CN,overcast clouds
654,Viedma,-40.8135,-62.9967,68.67,40,9,12.5,AR,clear sky
655,Wum,6.3833,10.0667,66.69,52,12,2.86,CM,few clouds
656,Imphal,24.8167,93.95,58.91,94,20,0.0,IN,mist
657,Mega,4.05,38.3,58.15,77,77,11.36,ET,broken clouds
658,Tallahassee,30.4383,-84.2807,68.32,83,89,3.69,US,overcast clouds
659,Gallup,35.5281,-108.7426,43.02,88,100,1.01,US,light rain
660,Pangkalanbuun,-2.6833,111.6167,85.77,63,100,2.84,ID,overcast clouds
661,Le Vauclin,14.5452,-60.8388,76.84,88,0,3.44,MQ,clear sky
662,Liwale,-9.7667,37.9333,70.88,86,88,6.31,TZ,overcast clouds
663,Shenjiamen,29.9576,122.298,57.09,82,100,22.44,CN,overcast clouds
664,Heihe,50.2441,127.4902,-10.62,70,17,7.36,CN,few clouds
665,San Agustin,20.5333,-103.4667,71.51,45,10,1.14,MX,clear sky
666,Cap-Aux-Meules,47.3821,-61.8597,44.65,87,75,27.63,CA,light rain
667,Sweetwater,25.7634,-80.3731,76.01,76,81,1.01,US,broken clouds
668,Saint-Denis,48.9167,2.3333,37.08,88,100,12.66,FR,overcast clouds
669,Bose,45.4612,8.0137,43.2,94,100,3.69,IT,light rain
670,Hyeres,43.1167,6.1167,55.72,87,100,17.27,FR,light rain
671,Dzhebariki-Khaya,62.2167,135.8,-29.4,97,100,1.79,RU,overcast clouds
672,Salym,60.0625,71.4789,10.96,96,100,5.03,RU,overcast clouds
673,Tommot,58.9564,126.2925,2.52,94,100,11.68,RU,light snow
674,Luau,-10.7073,22.2247,60.33,95,97,2.48,AO,overcast clouds
675,La Victoria,10.2184,-67.3302,67.19,94,99,4.21,VE,overcast clouds
676,Aviles,43.5547,-5.9248,43.99,89,100,6.91,ES,overcast clouds
677,Wewak,-3.5534,143.6268,81.64,77,100,3.09,PG,moderate rain
678,Jaciara,-15.9653,-54.9683,71.69,89,82,1.88,BR,broken clouds
679,Torzhok,57.0436,34.9622,16.38,94,100,7.38,RU,overcast clouds
680,Upington,-28.4478,21.2561,64.78,25,5,5.75,ZA,clear sky
681,Adrar,20.5022,-10.0711,68.13,23,0,6.11,MR,clear sky
682,Umea,63.8284,20.2597,28.33,86,100,8.05,SE,overcast clouds
683,Matay,28.419,30.7792,59.16,79,98,13.42,EG,overcast clouds
684,Arroio Grande,-32.2375,-53.0869,66.72,98,66,5.01,BR,broken clouds
685,Le Pont-De-Claix,45.1244,5.7064,42.01,94,100,2.77,FR,overcast clouds
686,Nouakchott,18.0858,-15.9785,60.73,67,0,8.72,MR,clear sky
687,Mpraeso,6.5932,-0.7346,69.66,93,14,2.68,GH,few clouds
688,Ekhabi,53.5102,142.9671,2.25,86,100,21.59,RU,light snow
689,Porto Novo,6.4965,2.6036,80.42,87,16,4.34,BJ,few clouds
690,Joutseno,61.118,28.5076,26.76,90,100,10.49,FI,overcast clouds
691,Markha,62.1053,129.7269,-36.44,67,100,2.24,RU,mist
692,Arawa,-6.2132,155.5367,84.43,75,96,5.39,PG,light rain
693,Smithers,54.7804,-127.1743,3.52,72,0,3.44,CA,clear sky
694,High Rock,26.6208,-78.2833,68.02,62,38,15.26,BS,scattered clouds
695,Maarianhamina,60.0973,19.9348,28.26,86,100,3.44,AX,overcast clouds
696,Taixing,32.1667,120.0136,45.77,75,100,16.28,CN,overcast clouds
